year,month,source_location,DETECTED CRIME,negative,neutral,positive,total,neg_ratio
2024,7,North Lanarkshire,260,0.0,1.0,0.0,1.0,0.0
2024,7,Orkney Islands,5,,,,,
2024,7,Perth and Kinross,50,,,,,
2024,7,Renfrewshire,114,,,,,
2024,7,Scottish Borders,49,0.0,1.0,0.0,1.0,0.0
2024,7,Shetland Islands,3,,,,,
2024,7,South Ayrshire,64,,,,,
2024,7,South Lanarkshire,212,,,,,
2024,7,Stirling,42,,,,,
2024,7,West Dunbartonshire,68,,,,,
2024,7,West Lothian,108,,,,,
2024,7,Na h-Eileanan Siar,6,,,,,
2024,8,Aberdeen City,83,0.0,2.0,1.0,3.0,0.0
2024,8,Aberdeenshire,54,0.0,1.0,0.0,1.0,0.0
2024,8,Angus,46,,,,,
2024,8,Argyll and Bute,57,,,,,
2024,8,Clackmannanshire,23,,,,,
2024,8,Dumfries and Galloway,116,,,,,
2024,8,Dundee City,89,0.0,2.0,2.0,4.0,0.0
2024,8,East Ayrshire,94,,,,,
2024,8,East Dunbartonshire,22,0.0,1.0,0.0,1.0,0.0
2024,8,East Lothian,39,1.0,2.0,0.0,3.0,0.3333333333333333
2024,8,East Renfrewshire,30,,,,,
2024,8,City of Edinburgh,213,2.0,3.0,3.0,8.0,0.25
2024,8,Falkirk,77,,,,,
2024,8,Fife,181,1.0,2.0,0.0,3.0,0.3333333333333333
2024,8,Glasgow City,539,9.0,13.0,5.0,27.0,0.3333333333333333
2024,8,Highland,97,,,,,
2024,8,Inverclyde,52,,,,,
2024,8,Midlothian,42,0.0,1.0,0.0,1.0,0.0
2024,8,Moray,26,,,,,
2024,8,North Ayrshire,109,,,,,
2024,8,North Lanarkshire,260,1.0,0.0,0.0,1.0,1.0
2024,8,Orkney Islands,2,,,,,
2024,8,Perth and Kinross,42,,,,,
2024,8,Renfrewshire,104,2.0,1.0,0.0,3.0,0.6666666666666666
2024,8,Scottish Borders,38,0.0,1.0,0.0,1.0,0.0
2024,8,Shetland Islands,5,,,,,
2024,8,South Ayrshire,97,,,,,
2024,8,South Lanarkshire,213,1.0,1.0,1.0,3.0,0.3333333333333333
2024,8,Stirling,33,0.0,0.0,1.0,1.0,0.0
2024,8,West Dunbartonshire,65,,,,,
2024,8,West Lothian,87,0.0,0.0,1.0,1.0,0.0
2024,8,Na h-Eileanan Siar,9,,,,,
2024,9,Aberdeen City,123,,,,,
2024,9,Aberdeenshire,56,,,,,
2024,9,Angus,35,,,,,
2024,9,Argyll and Bute,69,,,,,
2024,9,Clackmannanshire,28,,,,,
2024,9,Dumfries and Galloway,125,,,,,
2024,9,Dundee City,95,,,,,
2024,9,East Ayrshire,76,,,,,
2024,9,East Dunbartonshire,36,,,,,
2024,9,East Lothian,46,1.0,0.0,0.0,1.0,1.0
2024,9,East Renfrewshire,31,,,,,
2024,9,City of Edinburgh,161,,,,,
2024,9,Falkirk,56,,,,,
2024,9,Fife,165,,,,,
2024,9,Glasgow City,498,0.0,2.0,0.0,2.0,0.0
2024,9,Highland,91,,,,,
2024,9,Inverclyde,48,,,,,
2024,9,Midlothian,39,,,,,
2024,9,Moray,36,,,,,
2024,9,North Ayrshire,98,,,,,
2024,9,North Lanarkshire,241,,,,,
2024,9,Orkney Islands,1,,,,,
2024,9,Perth and Kinross,49,,,,,
2024,9,Renfrewshire,93,,,,,
2024,9,Scottish Borders,66,,,,,
2024,9,Shetland Islands,2,,,,,
2024,9,South Ayrshire,81,,,,,
2024,9,South Lanarkshire,223,,,,,
2024,9,Stirling,49,,,,,
2024,9,West Dunbartonshire,86,0.0,0.0,1.0,1.0,0.0
2024,9,West Lothian,117,,,,,
2024,9,Na h-Eileanan Siar,12,,,,,
2024,10,Aberdeen City,85,,,,,
2024,10,Aberdeenshire,56,,,,,
2024,10,Angus,41,,,,,
2024,10,Argyll and Bute,71,,,,,
2024,10,Clackmannanshire,25,,,,,
2024,10,Dumfries and Galloway,102,,,,,
2024,10,Dundee City,76,,,,,
2024,10,East Ayrshire,76,,,,,
2024,10,East Dunbartonshire,25,,,,,
2024,10,East Lothian,31,,,,,
2024,10,East Renfrewshire,35,,,,,
2024,10,City of Edinburgh,210,0.0,1.0,1.0,2.0,0.0
2024,10,Falkirk,79,0.0,0.0,1.0,1.0,0.0
2024,10,Fife,154,1.0,0.0,0.0,1.0,1.0
2024,10,Glasgow City,514,1.0,0.0,0.0,1.0,1.0
2024,10,Highland,86,,,,,
2024,10,Inverclyde,48,,,,,
2024,10,Midlothian,38,,,,,
2024,10,Moray,33,,,,,
2024,10,North Ayrshire,75,,,,,
2024,10,North Lanarkshire,223,,,,,
2024,10,Orkney Islands,5,,,,,
2024,10,Perth and Kinross,38,,,,,
2024,10,Renfrewshire,101,0.0,1.0,1.0,2.0,0.0
2024,10,Scottish Borders,50,1.0,0.0,1.0,2.0,0.5
2024,10,Shetland Islands,3,,,,,
2024,10,South Ayrshire,71,,,,,
2024,10,South Lanarkshire,187,,,,,
2024,10,Stirling,31,,,,,
2024,10,West Dunbartonshire,59,,,,,
2024,10,West Lothian,58,,,,,
2024,10,Na h-Eileanan Siar,7,,,,,
2024,11,Aberdeen City,84,,,,,
2024,11,Aberdeenshire,53,,,,,
2024,11,Angus,33,,,,,
2024,11,Argyll and Bute,57,,,,,
2024,11,Clackmannanshire,24,,,,,
2024,11,Dumfries and Galloway,117,0.0,1.0,0.0,1.0,0.0
2024,11,Dundee City,84,1.0,1.0,0.0,2.0,0.5
2024,11,East Ayrshire,82,,,,,
2024,11,East Dunbartonshire,23,,,,,
2024,11,East Lothian,33,,,,,
2024,11,East Renfrewshire,18,,,,,
2024,11,City of Edinburgh,193,1.0,1.0,1.0,3.0,0.3333333333333333
2024,11,Falkirk,89,,,,,
2024,11,Fife,174,1.0,2.0,0.0,3.0,0.3333333333333333
2024,11,Glasgow City,492,5.0,15.0,2.0,22.0,0.2272727272727272
2024,11,Highland,104,0.0,1.0,0.0,1.0,0.0
2024,11,Inverclyde,48,0.0,2.0,0.0,2.0,0.0
2024,11,Midlothian,36,,,,,
2024,11,Moray,45,,,,,
2024,11,North Ayrshire,83,1.0,0.0,0.0,1.0,1.0
2024,11,North Lanarkshire,238,0.0,3.0,0.0,3.0,0.0
2024,11,Orkney Islands,2,,,,,
2024,11,Perth and Kinross,51,,,,,
2024,11,Renfrewshire,109,0.0,2.0,0.0,2.0,0.0
2024,11,Scottish Borders,39,,,,,
2024,11,Shetland Islands,6,,,,,
2024,11,South Ayrshire,62,0.0,1.0,0.0,1.0,0.0
2024,11,South Lanarkshire,156,0.0,2.0,0.0,2.0,0.0
2024,11,Stirling,39,,,,,
2024,11,West Dunbartonshire,89,,,,,
2024,11,West Lothian,76,,,,,
2024,11,Na h-Eileanan Siar,8,,,,,
2024,12,Aberdeen City,110,1.0,0.0,0.0,1.0,1.0
2024,12,Aberdeenshire,60,,,,,
2024,12,Angus,44,,,,,
2024,12,Argyll and Bute,38,,,,,
2024,12,Clackmannanshire,17,1.0,0.0,0.0,1.0,1.0
2024,12,Dumfries and Galloway,88,1.0,0.0,1.0,2.0,0.5
2024,12,Dundee City,70,1.0,0.0,0.0,1.0,1.0
2024,12,East Ayrshire,73,0.0,1.0,0.0,1.0,0.0
2024,12,East Dunbartonshire,16,,,,,
2024,12,East Lothian,34,0.0,0.0,1.0,1.0,0.0
2024,12,East Renfrewshire,21,,,,,
2024,12,City of Edinburgh,203,6.0,6.0,2.0,14.0,0.4285714285714285
2024,12,Falkirk,103,,,,,
2024,12,Fife,162,3.0,4.0,1.0,8.0,0.375
2024,12,Glasgow City,580,16.0,4.0,3.0,23.0,0.6956521739130435
2024,12,Highland,99,3.0,0.0,0.0,3.0,1.0
2024,12,Inverclyde,30,,,,,
2024,12,Midlothian,26,,,,,
2024,12,Moray,32,,,,,
2024,12,North Ayrshire,92,3.0,1.0,0.0,4.0,0.75
2024,12,North Lanarkshire,228,1.0,1.0,0.0,2.0,0.5
2024,12,Orkney Islands,5,,,,,
2024,12,Perth and Kinross,51,1.0,1.0,0.0,2.0,0.5
2024,12,Renfrewshire,98,4.0,2.0,0.0,6.0,0.6666666666666666
2024,12,Scottish Borders,52,,,,,
2024,12,Shetland Islands,5,,,,,
2024,12,South Ayrshire,56,,,,,
2024,12,South Lanarkshire,207,8.0,0.0,0.0,8.0,1.0
2024,12,Stirling,45,,,,,
2024,12,West Dunbartonshire,67,,,,,
2024,12,West Lothian,70,,,,,
2024,12,Na h-Eileanan Siar,6,,,,,
